StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
1312.0,8.6,2.0,3.0,2.0,89.0,4.8,Yes,Yes,73.0,87.0,Placed
1313.0,7.7,1.0,2.0,1.0,67.0,3.8,No,Yes,75.0,60.0,NotPlaced
1314.0,7.6,0.0,3.0,1.0,90.0,4.6,Yes,Yes,80.0,72.0,Placed
1315.0,7.4,1.0,2.0,0.0,90.0,4.7,Yes,Yes,77.0,84.0,Placed
1316.0,7.3,0.0,1.0,0.0,78.0,4.2,,Yes,60.0,66.0,NotPlaced
1317.0,6.5,1.0,2.0,0.0,76.0,4.4,No,No,55.0,59.0,NotPlaced
1318.0,7.2,0.0,2.0,0.0,77.0,4.6,No,No,61.0,71.0,NotPlaced
1319.0,7.5,0.0,1.0,0.0,72.0,4.3,Yes,Yes,60.0,61.0,NotPlaced
1320.0,7.9,1.0,3.0,0.0,89.0,4.5,Yes,Yes,59.0,84.0,Placed
1321.0,,1.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,,NotPlaced
1322.0,7.9,2.0,3.0,2.0,80.0,4.6,Yes,No,77.0,69.0,NotPlaced
1323.0,6.8,0.0,1.0,1.0,61.0,3.5,Yes,Yes,57.0,62.0,NotPlaced
1324.0,,,3.0,3.0,90.0,4.6,Yes,Yes,75.0,84.0,Placed
1325.0,8.5,1.0,1.0,2.0,85.0,4.7,Yes,Yes,80.0,77.0,
1326.0,6.6,1.0,1.0,1.0,76.0,4.5,,No,65.0,63.0,Placed
1327.0,6.6,1.0,1.0,0.0,70.0,3.3,No,Yes,60.0,68.0,NotPlaced
1328.0,,1.0,1.0,1.0,67.0,3.6,No,No,58.0,67.0,NotPlaced
1329.0,7.6,1.0,2.0,1.0,86.0,4.8,Yes,Yes,55.0,68.0,NotPlaced
1330.0,7.6,2.0,,2.0,74.0,3.8,Yes,Yes,75.0,84.0,NotPlaced
1331.0,7.5,0.0,1.0,0.0,60.0,3.7,No,No,55.0,67.0,NotPlaced
1332.0,8.0,1.0,3.0,2.0,90.0,4.8,Yes,Yes,75.0,82.0,Placed
1333.0,8.8,2.0,3.0,2.0,90.0,4.8,Yes,Yes,77.0,85.0,Placed
1334.0,7.5,0.0,1.0,0.0,80.0,4.5,No,No,58.0,,NotPlaced
1335.0,7.3,2.0,1.0,1.0,80.0,4.6,No,Yes,74.0,75.0,NotPlaced
1336.0,8.0,2.0,3.0,1.0,90.0,4.3,Yes,Yes,79.0,73.0,Placed
1337.0,7.6,1.0,,0.0,74.0,4.6,Yes,Yes,76.0,64.0,NotPlaced
1338.0,7.5,2.0,3.0,1.0,90.0,4.4,No,Yes,81.0,81.0,NotPlaced
1339.0,6.5,1.0,1.0,0.0,67.0,4.6,No,Yes,55.0,74.0,NotPlaced
1340.0,,0.0,1.0,0.0,78.0,,No,,71.0,64.0,
,8.2,0.0,1.0,0.0,90.0,4.7,No,Yes,67.0,,NotPlaced
1342.0,7.4,0.0,3.0,2.0,80.0,4.4,Yes,Yes,79.0,67.0,NotPlaced
,8.4,1.0,3.0,2.0,90.0,4.1,Yes,,77.0,82.0,Placed
1344.0,8.7,2.0,,2.0,90.0,4.8,Yes,Yes,80.0,85.0,Placed
1345.0,,2.0,3.0,2.0,90.0,4.8,Yes,Yes,82.0,88.0,Placed
1346.0,8.3,1.0,3.0,0.0,90.0,4.1,Yes,Yes,82.0,,Placed
1347.0,,1.0,2.0,1.0,78.0,4.4,No,Yes,70.0,78.0,NotPlaced
1348.0,8.1,0.0,2.0,0.0,73.0,,No,Yes,55.0,67.0,NotPlaced
1349.0,6.6,2.0,2.0,,85.0,3.7,Yes,Yes,58.0,72.0,Placed
1350.0,7.6,2.0,2.0,0.0,86.0,4.0,Yes,Yes,55.0,,Placed
1351.0,8.6,0.0,3.0,2.0,90.0,,Yes,Yes,,82.0,Placed
1352.0,8.4,2.0,3.0,2.0,85.0,4.5,No,Yes,86.0,81.0,Placed
,8.1,2.0,3.0,2.0,89.0,4.6,Yes,No,79.0,88.0,Placed
1354.0,,1.0,,1.0,82.0,4.8,Yes,,82.0,82.0,Placed
1355.0,7.7,0.0,1.0,0.0,78.0,4.3,Yes,No,55.0,68.0,NotPlaced
1356.0,6.9,1.0,1.0,0.0,68.0,4.7,Yes,Yes,60.0,63.0,NotPlaced
1357.0,7.8,1.0,1.0,2.0,79.0,4.7,No,No,55.0,65.0,NotPlaced
1358.0,7.6,1.0,1.0,1.0,75.0,3.9,No,Yes,62.0,70.0,NotPlaced
1359.0,8.4,1.0,3.0,2.0,90.0,4.8,Yes,Yes,69.0,82.0,Placed
1360.0,6.7,,1.0,1.0,69.0,3.5,No,No,63.0,72.0,NotPlaced
1361.0,7.3,1.0,2.0,0.0,76.0,4.5,No,Yes,60.0,68.0,NotPlaced
1362.0,8.8,0.0,2.0,1.0,73.0,4.8,Yes,No,81.0,83.0,NotPlaced
1363.0,7.6,1.0,2.0,0.0,,4.4,No,No,80.0,79.0,NotPlaced
1364.0,8.3,2.0,3.0,2.0,85.0,,Yes,Yes,72.0,85.0,NotPlaced
1365.0,8.4,1.0,1.0,2.0,82.0,4.8,Yes,Yes,63.0,67.0,Placed
1366.0,6.7,2.0,0.0,0.0,75.0,4.0,Yes,Yes,55.0,69.0,Placed
1367.0,7.6,1.0,2.0,0.0,79.0,4.1,No,Yes,55.0,72.0,NotPlaced
1368.0,7.5,1.0,2.0,2.0,77.0,4.1,No,Yes,66.0,83.0,Placed
1369.0,7.9,,3.0,2.0,75.0,3.9,Yes,Yes,75.0,68.0,Placed
1370.0,7.9,2.0,3.0,2.0,85.0,4.4,Yes,Yes,77.0,82.0,Placed
1371.0,8.1,2.0,3.0,2.0,83.0,4.4,Yes,Yes,90.0,,Placed
1372.0,8.1,0.0,3.0,0.0,90.0,4.7,,No,83.0,84.0,Placed
,7.5,2.0,1.0,1.0,60.0,3.2,No,Yes,55.0,67.0,NotPlaced
1374.0,8.2,0.0,1.0,1.0,79.0,4.3,Yes,Yes,57.0,68.0,NotPlaced
1375.0,7.5,1.0,2.0,2.0,86.0,3.6,No,No,74.0,86.0,Placed
1376.0,6.7,1.0,2.0,3.0,69.0,4.6,Yes,No,72.0,69.0,NotPlaced
1377.0,6.8,1.0,2.0,0.0,,4.3,No,Yes,55.0,67.0,NotPlaced
1378.0,7.8,,2.0,0.0,74.0,4.7,Yes,Yes,77.0,,
1379.0,8.5,1.0,1.0,2.0,85.0,,Yes,Yes,73.0,84.0,Placed
1380.0,7.5,1.0,1.0,1.0,84.0,4.3,No,Yes,,67.0,
1381.0,8.3,2.0,3.0,2.0,90.0,4.8,,Yes,78.0,66.0,Placed
1382.0,8.7,1.0,2.0,2.0,90.0,4.8,Yes,Yes,73.0,87.0,Placed
1383.0,,1.0,1.0,0.0,80.0,3.7,Yes,Yes,55.0,81.0,NotPlaced
1384.0,8.4,2.0,3.0,0.0,74.0,3.6,Yes,Yes,64.0,69.0,NotPlaced
1385.0,8.3,1.0,2.0,0.0,73.0,3.6,No,Yes,57.0,71.0,NotPlaced
1386.0,7.5,0.0,1.0,1.0,83.0,3.9,No,No,61.0,66.0,NotPlaced
1387.0,7.9,1.0,1.0,0.0,61.0,4.4,Yes,Yes,55.0,67.0,NotPlaced
1388.0,8.0,2.0,,2.0,90.0,4.8,Yes,Yes,90.0,84.0,Placed
1389.0,7.8,1.0,3.0,2.0,89.0,4.6,,Yes,72.0,81.0,Placed
1390.0,6.5,0.0,1.0,1.0,68.0,4.1,No,,55.0,68.0,NotPlaced
,7.9,0.0,3.0,0.0,75.0,3.6,Yes,Yes,62.0,70.0,Placed
1392.0,7.7,0.0,1.0,0.0,71.0,4.2,No,No,60.0,71.0,NotPlaced
1393.0,7.9,1.0,3.0,0.0,81.0,4.8,Yes,Yes,69.0,82.0,Placed
1394.0,7.6,1.0,2.0,0.0,,4.8,No,No,61.0,69.0,NotPlaced
1395.0,6.7,1.0,1.0,0.0,73.0,3.8,No,Yes,55.0,64.0,NotPlaced
1396.0,8.0,1.0,3.0,1.0,89.0,4.5,Yes,Yes,82.0,83.0,Placed
1397.0,8.3,0.0,3.0,2.0,89.0,4.5,Yes,Yes,85.0,84.0,Placed
1398.0,7.6,1.0,1.0,2.0,67.0,4.0,No,Yes,57.0,61.0,NotPlaced
1399.0,6.5,1.0,2.0,1.0,81.0,3.9,No,Yes,75.0,82.0,NotPlaced
1400.0,8.2,1.0,1.0,3.0,77.0,3.6,Yes,Yes,58.0,72.0,Placed
,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,85.0,Placed
1402.0,8.4,1.0,2.0,2.0,86.0,4.5,Yes,Yes,86.0,79.0,Placed
1403.0,7.6,1.0,2.0,0.0,83.0,,No,No,70.0,68.0,NotPlaced
1404.0,7.4,1.0,2.0,,74.0,3.7,No,Yes,55.0,65.0,NotPlaced
,7.6,1.0,1.0,0.0,84.0,4.1,No,No,55.0,86.0,NotPlaced
1406.0,7.5,,1.0,0.0,64.0,4.3,No,No,69.0,69.0,NotPlaced
,7.4,1.0,1.0,0.0,66.0,4.1,No,No,55.0,58.0,NotPlaced
1408.0,6.5,2.0,1.0,1.0,64.0,3.8,No,No,,60.0,NotPlaced
1409.0,7.8,1.0,3.0,,87.0,,Yes,Yes,,82.0,Placed
1410.0,8.0,1.0,3.0,1.0,75.0,4.5,Yes,Yes,73.0,71.0,
1411.0,,1.0,3.0,0.0,82.0,4.6,Yes,Yes,,82.0,Placed
1412.0,7.0,1.0,1.0,1.0,70.0,4.0,No,Yes,56.0,65.0,
1413.0,7.4,1.0,1.0,3.0,61.0,4.0,No,,55.0,70.0,NotPlaced
1414.0,7.7,1.0,1.0,0.0,80.0,4.3,No,Yes,77.0,68.0,Placed
1415.0,8.4,2.0,3.0,2.0,90.0,4.7,Yes,Yes,75.0,87.0,Placed
,8.2,1.0,2.0,,73.0,4.5,Yes,Yes,69.0,73.0,NotPlaced
1417.0,7.5,1.0,1.0,3.0,77.0,4.1,No,Yes,83.0,69.0,
,7.6,0.0,1.0,0.0,71.0,3.9,No,No,55.0,63.0,NotPlaced
1419.0,8.8,2.0,3.0,0.0,86.0,4.5,Yes,Yes,70.0,,NotPlaced
1420.0,6.9,0.0,1.0,0.0,69.0,3.4,No,No,55.0,66.0,NotPlaced
1421.0,7.7,1.0,1.0,0.0,67.0,4.0,Yes,No,64.0,61.0,NotPlaced
1422.0,8.1,2.0,2.0,3.0,76.0,4.1,Yes,Yes,55.0,88.0,NotPlaced
1423.0,6.5,0.0,1.0,0.0,66.0,,No,No,55.0,66.0,NotPlaced
1424.0,8.3,0.0,3.0,1.0,84.0,,Yes,Yes,55.0,88.0,Placed
1425.0,8.0,1.0,3.0,2.0,90.0,4.8,Yes,Yes,86.0,85.0,Placed
1426.0,7.5,1.0,2.0,1.0,83.0,,No,Yes,62.0,69.0,NotPlaced
1427.0,7.0,1.0,2.0,,77.0,4.3,Yes,Yes,69.0,61.0,Placed
1428.0,8.2,1.0,3.0,2.0,90.0,4.5,Yes,Yes,75.0,,Placed
1429.0,7.4,1.0,2.0,1.0,72.0,4.4,No,Yes,,70.0,NotPlaced
1430.0,7.5,1.0,3.0,0.0,82.0,4.7,Yes,Yes,72.0,88.0,NotPlaced
1431.0,7.8,1.0,1.0,1.0,83.0,3.7,Yes,No,74.0,62.0,NotPlaced
1432.0,6.9,1.0,3.0,1.0,72.0,4.7,Yes,Yes,,74.0,Placed
1433.0,8.6,1.0,3.0,0.0,88.0,4.8,Yes,Yes,89.0,82.0,
1434.0,7.8,1.0,1.0,1.0,83.0,4.8,Yes,Yes,62.0,64.0,Placed
1435.0,8.5,1.0,3.0,0.0,,4.0,Yes,Yes,80.0,58.0,NotPlaced
1436.0,7.1,1.0,2.0,0.0,71.0,4.8,Yes,No,61.0,61.0,NotPlaced
1437.0,7.0,1.0,1.0,0.0,69.0,3.7,No,No,61.0,69.0,NotPlaced
1438.0,8.8,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,67.0,Placed
1439.0,7.6,0.0,2.0,0.0,79.0,4.3,No,No,55.0,63.0,Placed
1440.0,,0.0,2.0,2.0,78.0,4.0,No,Yes,64.0,75.0,NotPlaced
1441.0,8.0,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,87.0,Placed
1442.0,6.6,1.0,,0.0,81.0,,Yes,Yes,,,NotPlaced
1443.0,7.3,2.0,3.0,,90.0,4.6,,Yes,80.0,87.0,Placed
1444.0,6.6,1.0,1.0,1.0,68.0,4.0,No,No,69.0,62.0,NotPlaced
1445.0,8.1,1.0,3.0,2.0,90.0,4.8,Yes,Yes,77.0,87.0,Placed
1446.0,8.1,2.0,3.0,1.0,67.0,4.4,Yes,Yes,59.0,82.0,NotPlaced
1447.0,7.7,1.0,1.0,0.0,74.0,4.3,Yes,Yes,82.0,64.0,NotPlaced
1448.0,7.6,1.0,1.0,0.0,68.0,4.3,No,Yes,66.0,68.0,NotPlaced
1449.0,8.2,0.0,3.0,1.0,78.0,4.2,No,No,76.0,78.0,NotPlaced
1450.0,7.3,1.0,2.0,3.0,90.0,4.4,No,Yes,64.0,83.0,Placed
1451.0,6.9,0.0,,0.0,81.0,4.2,No,Yes,83.0,85.0,Placed
1452.0,7.5,1.0,2.0,0.0,80.0,4.1,Yes,Yes,55.0,82.0,Placed
1453.0,8.2,2.0,3.0,1.0,90.0,4.8,Yes,Yes,73.0,68.0,Placed
1454.0,7.0,1.0,2.0,1.0,75.0,4.7,Yes,Yes,55.0,70.0,NotPlaced
1455.0,8.3,1.0,3.0,1.0,86.0,,Yes,Yes,65.0,84.0,Placed
1456.0,7.4,2.0,1.0,0.0,79.0,4.8,No,Yes,60.0,68.0,NotPlaced
1457.0,8.3,1.0,1.0,1.0,70.0,4.8,Yes,Yes,64.0,86.0,NotPlaced
1458.0,,2.0,,,,4.5,Yes,Yes,83.0,82.0,Placed
1459.0,,1.0,1.0,0.0,65.0,3.5,No,Yes,55.0,73.0,NotPlaced
1460.0,8.7,2.0,3.0,2.0,90.0,4.8,Yes,Yes,88.0,87.0,Placed
1461.0,7.1,2.0,2.0,0.0,81.0,4.4,Yes,Yes,64.0,64.0,Placed
1462.0,6.5,1.0,,1.0,83.0,4.1,No,Yes,81.0,66.0,Placed
1463.0,8.2,2.0,3.0,2.0,90.0,4.8,Yes,Yes,75.0,85.0,NotPlaced
1464.0,7.5,1.0,2.0,1.0,71.0,4.3,No,Yes,,74.0,NotPlaced
1465.0,7.6,1.0,1.0,0.0,75.0,3.9,Yes,Yes,80.0,75.0,NotPlaced
1466.0,8.4,1.0,3.0,0.0,84.0,4.4,Yes,Yes,81.0,69.0,Placed
1467.0,7.2,0.0,2.0,1.0,77.0,4.6,Yes,Yes,55.0,63.0,NotPlaced
1468.0,6.6,1.0,1.0,1.0,71.0,4.2,Yes,Yes,55.0,71.0,NotPlaced
1469.0,8.5,0.0,3.0,2.0,84.0,4.1,Yes,Yes,84.0,84.0,NotPlaced
1470.0,6.8,1.0,2.0,1.0,76.0,3.8,No,Yes,59.0,69.0,NotPlaced
1471.0,,0.0,1.0,0.0,80.0,4.5,No,No,77.0,72.0,Placed
1472.0,8.2,1.0,2.0,1.0,83.0,4.7,No,Yes,71.0,72.0,Placed
1473.0,8.5,2.0,2.0,0.0,88.0,4.8,Yes,No,82.0,77.0,NotPlaced
1474.0,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,,85.0,NotPlaced
1475.0,7.8,2.0,,2.0,90.0,4.8,Yes,Yes,84.0,86.0,Placed
1476.0,,1.0,3.0,0.0,82.0,4.3,No,Yes,73.0,87.0,NotPlaced
1477.0,8.2,1.0,3.0,2.0,90.0,4.5,,Yes,73.0,87.0,Placed
1478.0,7.4,1.0,2.0,0.0,76.0,4.2,Yes,Yes,75.0,65.0,NotPlaced
1479.0,6.5,1.0,2.0,0.0,70.0,3.8,No,Yes,59.0,66.0,NotPlaced
1480.0,7.6,0.0,1.0,0.0,65.0,3.4,No,No,59.0,72.0,NotPlaced
1481.0,7.5,0.0,2.0,0.0,78.0,3.5,No,,,60.0,NotPlaced
1482.0,8.0,2.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,78.0,Placed
1483.0,8.2,0.0,1.0,1.0,,4.5,,No,58.0,65.0,Placed
,8.3,1.0,3.0,2.0,90.0,4.8,Yes,Yes,70.0,82.0,Placed
1485.0,7.0,0.0,3.0,0.0,,3.9,No,Yes,59.0,,Placed
1486.0,7.9,0.0,2.0,0.0,83.0,4.0,No,Yes,62.0,69.0,NotPlaced
1487.0,8.5,1.0,3.0,2.0,90.0,4.8,Yes,Yes,76.0,85.0,Placed
1488.0,7.9,2.0,1.0,1.0,81.0,4.8,Yes,No,55.0,63.0,Placed
1489.0,8.3,0.0,3.0,0.0,76.0,3.9,No,No,57.0,61.0,NotPlaced
1490.0,7.6,1.0,,0.0,74.0,4.2,Yes,Yes,55.0,81.0,NotPlaced
,7.1,1.0,2.0,1.0,80.0,4.7,No,Yes,57.0,74.0,Placed
1492.0,,1.0,2.0,0.0,76.0,4.4,Yes,Yes,80.0,63.0,NotPlaced
1493.0,7.5,1.0,3.0,1.0,72.0,4.5,Yes,Yes,79.0,83.0,Placed
1494.0,7.6,,3.0,3.0,72.0,4.0,Yes,,74.0,77.0,NotPlaced
1495.0,6.5,1.0,1.0,1.0,70.0,3.9,No,No,55.0,62.0,
1496.0,8.0,2.0,1.0,2.0,88.0,4.0,Yes,Yes,80.0,87.0,NotPlaced
1497.0,6.5,0.0,2.0,0.0,71.0,4.1,No,,55.0,86.0,NotPlaced
1498.0,6.7,1.0,1.0,1.0,65.0,3.8,No,No,55.0,62.0,NotPlaced
1499.0,,1.0,3.0,2.0,90.0,4.8,Yes,No,80.0,88.0,NotPlaced
1500.0,7.6,0.0,3.0,0.0,,4.8,Yes,Yes,73.0,74.0,Placed
1501.0,7.4,2.0,2.0,2.0,90.0,4.1,Yes,No,81.0,85.0,Placed
1502.0,7.9,0.0,1.0,0.0,70.0,3.7,No,Yes,62.0,65.0,NotPlaced
1503.0,8.3,1.0,3.0,2.0,86.0,4.8,Yes,Yes,67.0,81.0,NotPlaced
,7.3,0.0,1.0,1.0,80.0,,No,No,55.0,70.0,NotPlaced
,7.9,1.0,3.0,,85.0,4.6,Yes,Yes,71.0,88.0,Placed
1506.0,6.9,0.0,3.0,0.0,76.0,3.8,No,Yes,81.0,73.0,NotPlaced
1507.0,6.5,0.0,1.0,0.0,75.0,3.7,No,Yes,63.0,67.0,NotPlaced
1508.0,7.7,2.0,1.0,0.0,78.0,4.3,Yes,Yes,75.0,68.0,NotPlaced
1509.0,7.6,2.0,1.0,1.0,66.0,3.4,No,,56.0,74.0,NotPlaced
1510.0,8.2,1.0,3.0,1.0,80.0,4.0,No,Yes,58.0,63.0,NotPlaced
1511.0,7.8,1.0,1.0,0.0,74.0,4.5,Yes,No,82.0,69.0,Placed
1512.0,7.5,,2.0,1.0,77.0,4.4,Yes,Yes,83.0,71.0,Placed
1513.0,8.6,0.0,3.0,1.0,77.0,4.8,Yes,Yes,82.0,83.0,NotPlaced
1514.0,8.3,2.0,3.0,2.0,90.0,4.8,Yes,Yes,82.0,86.0,Placed
1515.0,7.5,1.0,1.0,0.0,65.0,3.8,No,Yes,55.0,74.0,NotPlaced
1516.0,7.6,1.0,1.0,1.0,72.0,4.2,Yes,Yes,57.0,67.0,NotPlaced
1517.0,8.9,1.0,1.0,0.0,70.0,4.7,Yes,Yes,76.0,82.0,NotPlaced
1518.0,7.8,1.0,3.0,0.0,82.0,3.7,Yes,No,75.0,63.0,NotPlaced
1519.0,8.0,2.0,3.0,2.0,90.0,,Yes,Yes,90.0,87.0,Placed
1520.0,7.8,1.0,1.0,0.0,74.0,4.1,No,No,60.0,61.0,NotPlaced
1521.0,7.9,1.0,1.0,0.0,82.0,3.7,No,No,55.0,72.0,NotPlaced
1522.0,7.4,1.0,1.0,1.0,71.0,4.1,No,Yes,55.0,66.0,NotPlaced
1523.0,7.7,1.0,2.0,1.0,78.0,4.6,No,Yes,55.0,60.0,NotPlaced
1524.0,7.4,1.0,1.0,0.0,75.0,4.3,No,No,55.0,61.0,NotPlaced
1525.0,8.2,0.0,1.0,,90.0,4.7,No,Yes,73.0,68.0,Placed
1526.0,8.7,1.0,1.0,2.0,81.0,4.1,Yes,Yes,72.0,68.0,NotPlaced
1527.0,7.8,2.0,3.0,2.0,,4.8,,Yes,90.0,78.0,Placed
1528.0,7.5,1.0,2.0,0.0,73.0,4.7,,Yes,,70.0,Placed
1529.0,8.3,1.0,3.0,2.0,80.0,4.1,Yes,Yes,76.0,83.0,Placed
1530.0,8.3,,3.0,0.0,82.0,4.7,Yes,Yes,83.0,82.0,NotPlaced
1531.0,7.5,1.0,1.0,1.0,74.0,4.0,No,No,55.0,70.0,NotPlaced
1532.0,7.6,1.0,2.0,2.0,81.0,3.8,Yes,No,84.0,86.0,Placed
1533.0,8.0,2.0,3.0,2.0,90.0,4.1,Yes,No,88.0,79.0,NotPlaced
1534.0,7.2,2.0,1.0,0.0,77.0,4.4,Yes,Yes,61.0,61.0,Placed
1535.0,8.1,1.0,1.0,0.0,69.0,3.8,No,No,56.0,62.0,NotPlaced
1536.0,8.2,,3.0,,78.0,4.4,Yes,Yes,67.0,85.0,NotPlaced
1537.0,7.7,2.0,3.0,2.0,82.0,4.8,Yes,Yes,80.0,83.0,Placed
1538.0,7.8,2.0,2.0,0.0,69.0,3.7,No,No,70.0,67.0,NotPlaced
1539.0,6.7,0.0,1.0,0.0,66.0,3.7,,Yes,55.0,66.0,Placed
1540.0,7.5,1.0,2.0,1.0,78.0,4.8,No,Yes,55.0,62.0,NotPlaced
1541.0,6.5,0.0,1.0,0.0,78.0,,No,Yes,55.0,67.0,NotPlaced
1542.0,7.6,1.0,1.0,2.0,81.0,4.2,Yes,Yes,86.0,81.0,NotPlaced
1543.0,6.7,1.0,1.0,0.0,74.0,4.1,No,Yes,55.0,68.0,NotPlaced
1544.0,8.1,2.0,3.0,0.0,84.0,4.8,Yes,Yes,71.0,88.0,Placed
1545.0,8.1,1.0,3.0,1.0,74.0,4.6,Yes,No,82.0,85.0,NotPlaced
1546.0,7.8,2.0,3.0,2.0,90.0,4.8,Yes,No,82.0,79.0,Placed
1547.0,7.3,1.0,,1.0,84.0,3.9,No,No,55.0,62.0,NotPlaced
1548.0,8.1,2.0,3.0,1.0,90.0,4.5,Yes,Yes,81.0,86.0,Placed
1549.0,8.3,1.0,1.0,1.0,90.0,4.8,,Yes,84.0,88.0,Placed
1550.0,8.6,1.0,3.0,2.0,86.0,4.5,Yes,Yes,79.0,88.0,Placed
1551.0,7.5,2.0,3.0,2.0,88.0,4.8,Yes,Yes,,81.0,NotPlaced
1552.0,7.7,1.0,2.0,2.0,81.0,4.0,No,Yes,,67.0,Placed
1553.0,6.5,1.0,1.0,1.0,67.0,3.7,No,Yes,55.0,66.0,NotPlaced
1554.0,8.2,2.0,3.0,2.0,81.0,4.8,Yes,No,80.0,79.0,Placed
1555.0,7.6,2.0,2.0,1.0,77.0,4.1,No,No,69.0,75.0,NotPlaced
1556.0,7.8,2.0,3.0,1.0,79.0,4.6,No,No,55.0,68.0,NotPlaced
1557.0,7.4,0.0,2.0,1.0,76.0,4.1,No,No,60.0,69.0,NotPlaced
1558.0,6.7,,1.0,1.0,60.0,4.3,No,No,59.0,63.0,NotPlaced
1559.0,8.3,1.0,3.0,2.0,88.0,4.4,Yes,Yes,79.0,85.0,Placed
1560.0,8.3,2.0,3.0,0.0,90.0,4.7,Yes,Yes,65.0,69.0,Placed
1561.0,,1.0,1.0,1.0,77.0,3.9,Yes,Yes,58.0,71.0,NotPlaced
1562.0,7.6,1.0,2.0,1.0,87.0,3.8,Yes,Yes,61.0,85.0,NotPlaced
1563.0,7.5,1.0,1.0,1.0,87.0,4.2,No,Yes,56.0,67.0,NotPlaced
1564.0,7.5,1.0,1.0,1.0,60.0,3.5,No,Yes,58.0,66.0,NotPlaced
1565.0,,1.0,2.0,0.0,82.0,4.6,Yes,Yes,70.0,88.0,NotPlaced
1566.0,,1.0,1.0,0.0,74.0,4.6,Yes,Yes,55.0,61.0,NotPlaced
1567.0,7.7,1.0,1.0,1.0,72.0,4.4,No,No,57.0,65.0,NotPlaced
1568.0,8.1,1.0,1.0,0.0,80.0,4.5,No,No,79.0,72.0,NotPlaced
1569.0,7.7,1.0,3.0,0.0,85.0,4.8,Yes,Yes,80.0,68.0,Placed
1570.0,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,79.0,88.0,Placed
1571.0,7.4,1.0,1.0,0.0,81.0,4.0,No,Yes,57.0,64.0,NotPlaced
1572.0,8.9,2.0,3.0,2.0,90.0,4.8,,Yes,,86.0,Placed
1573.0,8.5,1.0,2.0,1.0,73.0,4.2,Yes,Yes,76.0,88.0,NotPlaced
1574.0,8.2,2.0,3.0,2.0,90.0,4.8,Yes,No,69.0,73.0,Placed
1575.0,7.5,2.0,3.0,2.0,79.0,4.1,Yes,,75.0,70.0,Placed
1576.0,7.6,1.0,3.0,2.0,84.0,4.4,Yes,Yes,82.0,85.0,Placed
1577.0,7.6,1.0,1.0,1.0,62.0,4.2,No,No,80.0,65.0,NotPlaced
1578.0,8.1,0.0,3.0,0.0,90.0,4.8,Yes,Yes,,88.0,Placed
,8.8,0.0,3.0,0.0,90.0,,,Yes,73.0,85.0,Placed
1580.0,6.6,1.0,3.0,1.0,75.0,3.9,Yes,Yes,71.0,70.0,NotPlaced
1581.0,7.5,1.0,1.0,1.0,78.0,4.2,No,Yes,,72.0,NotPlaced
1582.0,8.4,1.0,1.0,2.0,81.0,4.8,Yes,No,84.0,80.0,Placed
1583.0,7.5,2.0,3.0,0.0,69.0,3.9,,Yes,76.0,86.0,NotPlaced
1584.0,8.5,1.0,,2.0,90.0,4.7,Yes,Yes,86.0,87.0,Placed
1585.0,7.5,0.0,3.0,0.0,83.0,3.9,Yes,Yes,63.0,71.0,NotPlaced
1586.0,8.2,1.0,2.0,0.0,81.0,4.0,Yes,Yes,,68.0,NotPlaced
1587.0,7.7,1.0,1.0,0.0,74.0,4.0,Yes,Yes,79.0,87.0,Placed
1588.0,6.6,,1.0,0.0,63.0,3.3,No,No,62.0,67.0,NotPlaced
1589.0,7.7,1.0,1.0,1.0,69.0,4.2,No,No,55.0,63.0,NotPlaced
1590.0,7.6,1.0,3.0,0.0,83.0,4.1,Yes,Yes,57.0,67.0,NotPlaced
1591.0,8.2,1.0,3.0,0.0,,4.6,Yes,Yes,86.0,81.0,Placed
1592.0,7.7,1.0,2.0,0.0,73.0,4.8,No,Yes,59.0,65.0,NotPlaced
1593.0,9.0,1.0,3.0,2.0,78.0,4.8,,Yes,79.0,85.0,Placed
1594.0,7.5,0.0,3.0,0.0,78.0,4.2,No,Yes,79.0,69.0,Placed
1595.0,7.9,1.0,3.0,2.0,84.0,4.8,Yes,,71.0,,Placed
1596.0,7.4,2.0,3.0,3.0,86.0,,Yes,Yes,60.0,75.0,NotPlaced
1597.0,7.3,1.0,2.0,1.0,69.0,4.3,Yes,No,55.0,72.0,NotPlaced
1598.0,7.0,1.0,1.0,0.0,60.0,3.3,No,Yes,55.0,66.0,NotPlaced
1599.0,8.4,2.0,3.0,2.0,90.0,4.5,Yes,Yes,81.0,85.0,Placed
1600.0,6.8,1.0,1.0,1.0,60.0,4.4,No,,62.0,66.0,NotPlaced
1601.0,8.2,1.0,3.0,0.0,88.0,4.8,No,Yes,77.0,88.0,Placed
1602.0,6.6,0.0,2.0,0.0,73.0,4.2,Yes,Yes,62.0,84.0,NotPlaced
